,Jour ,Heure  ,Extérieur,Cumul puissance,,Déperditions,30000,W,,SI(D5<$H$4;$H$8*($H$4-D5);0)
,,,T (°C),Chauffage (W),,Température intérieur de base,19,°C,,
,298,6,10.7,9576.923077,,,,,,
,298,7,10.6,9692.307692,,,,,,
,298,8,10.7,9576.923077,,,,,,
,298,9,11.9,8192.307692,,,,,,
,298,10,13.3,6576.923077,,,,,,
,298,11,14.6,5076.923077,,,,,,
,298,12,15.7,3807.692308,,,,,,
,298,13,16.4,3000,,,,,,
,298,14,16.9,2423.076923,,,,,,
,298,15,16.9,2423.076923,,,,,,
,298,16,16.5,2884.615385,,,,,,
,298,17,15.8,3692.307692,,,,,,
,298,18,14.9,4730.769231,,,,,,
,298,19,14.4,5307.692308,,,,,,
,298,20,13.9,5884.615385,,,,,,
,298,21,13.3,6576.923077,,,,,,
,298,22,12.8,7153.846154,,,,,,
,298,23,12.3,7730.769231,,,,,,
,298,24,11.7,8423.076923,,,,,,
,299,1,11.2,9000,,,,,,
,299,2,10.7,9576.923077,,,,,,
,299,3,10.2,10153.84615,,,,,,
,299,4,10,10384.61538,,,,,,
,299,5,9.7,10730.76923,,,,,,
,299,6,9.3,11192.30769,,,,,,
,299,7,9.3,11192.30769,,,,,,
,299,8,9.4,11076.92308,,,,,,
,299,9,9.7,10730.76923,,,,,,
,299,10,9.8,10615.38462,,,,,,
,299,11,10.2,10153.84615,,,,,,
,299,12,10.7,9576.923077,,,,,,
,299,13,11.1,9115.384615,,,,,,
,299,14,12.7,7269.230769,,,,,,
,299,15,13.6,6230.769231,,,,,,
,299,16,13.9,5884.615385,,,,,,
,299,17,13.8,6000,,,,,,
,299,18,13.2,6692.307692,,,,,,
,299,19,12.6,7384.615385,,,,,,
,299,20,12.1,7961.538462,,,,,,
,299,21,11.5,8653.846154,,,,,,
,299,22,11,9230.769231,,,,,,
,299,23,10.4,9923.076923,,,,,,
,299,24,9.9,10500,,,,,,
,300,1,9.3,11192.30769,,,,,,
,300,2,8.7,11884.61538,,,,,,
,300,3,8.2,12461.53846,,,,,,
,300,4,7.8,12923.07692,,,,,,
,300,5,7.5,13269.23077,,,,,,
,300,6,7.3,13500,,,,,,
,300,7,7.1,13730.76923,,,,,,
,300,8,7.2,13615.38462,,,,,,
,300,9,9.1,11423.07692,,,,,,
,300,10,11.2,9000,,,,,,
,300,11,13.3,6576.923077,,,,,,
,300,12,15,4615.384615,,,,,,
,300,13,16.3,3115.384615,,,,,,
,300,14,17.1,2192.307692,,,,,,
,300,15,17.5,1730.769231,,,,,,
,300,16,17.2,2076.923077,,,,,,
,300,17,16.2,3230.769231,,,,,,
,300,18,14.6,5076.923077,,,,,,
,300,19,14.2,5538.461538,,,,,,
,300,20,13.9,5884.615385,,,,,,
,300,21,13.5,6346.153846,,,,,,
,300,22,13.1,6807.692308,,,,,,
,300,23,12.8,7153.846154,,,,,,
,300,24,12.4,7615.384615,,,,,,
,301,1,12.2,7846.153846,,,,,,
,301,2,12,8076.923077,,,,,,
,301,3,11.9,8192.307692,,,,,,
,301,4,11.8,8307.692308,,,,,,
,301,5,11.7,8423.076923,,,,,,
,301,6,11.6,8538.461538,,,,,,
,301,7,11.6,8538.461538,,,,,,
,301,8,11.6,8538.461538,,,,,,
,301,9,12.5,7500,,,,,,
,301,10,13.8,6000,,,,,,
,301,11,15,4615.384615,,,,,,
,301,12,16.3,3115.384615,,,,,,
,301,13,17.4,1846.153846,,,,,,
,301,14,18.1,1038.461538,,,,,,
,301,15,18.5,576.9230769,,,,,,
,301,16,18.2,923.0769231,,,,,,
,301,17,17.6,1615.384615,,,,,,
,301,18,16.6,2769.230769,,,,,,
,301,19,16.3,3115.384615,,,,,,
,301,20,16.1,3346.153846,,,,,,
,301,21,15.9,3576.923077,,,,,,
,301,22,15.6,3923.076923,,,,,,
,301,23,15.4,4153.846154,,,,,,
,301,24,15.2,4384.615385,,,,,,
,302,1,14.9,4730.769231,,,,,,
,302,2,14.6,5076.923077,,,,,,
,302,3,14.4,5307.692308,,,,,,
,302,4,14.2,5538.461538,,,,,,
,302,5,14.1,5653.846154,,,,,,
,302,6,14,5769.230769,,,,,,
,302,7,13.9,5884.615385,,,,,,
,302,8,14,5769.230769,,,,,,
,302,9,15.3,4269.230769,,,,,,
,302,10,16.6,2769.230769,,,,,,
,302,11,18.1,1038.461538,,,,,,
,302,12,19,0,,,,,,
,302,13,19.9,0,,,,,,
,302,14,20.7,0,,,,,,
,302,15,21.2,0,,,,,,
,302,16,21.2,0,,,,,,
,302,17,20.6,0,,,,,,
,302,18,19.6,0,,,,,,
,302,19,19,0,,,,,,
,302,20,18.3,807.6923077,,,,,,
,302,21,17.7,1500,,,,,,
,302,22,17,2307.692308,,,,,,
,302,23,16.4,3000,,,,,,
,302,24,15.8,3692.307692,,,,,,
,303,1,15.1,4500,,,,,,
,303,2,14.4,5307.692308,,,,,,
,303,3,13.8,6000,,,,,,
,303,4,13.4,6461.538462,,,,,,
,303,5,13,6923.076923,,,,,,
,303,6,12.8,7153.846154,,,,,,
,303,7,12.5,7500,,,,,,
,303,8,12.5,7500,,,,,,
,303,9,14,5769.230769,,,,,,
,303,10,15.9,3576.923077,,,,,,
,303,11,17.6,1615.384615,,,,,,
,303,12,19.3,0,,,,,,
,303,13,20.6,0,,,,,,
,303,14,21.5,0,,,,,,
,303,15,21.9,0,,,,,,
,303,16,21.5,0,,,,,,
,303,17,20.5,0,,,,,,
,303,18,19.1,0,,,,,,
,303,19,18.5,576.9230769,,,,,,
,303,20,17.8,1384.615385,,,,,,
,303,21,17.2,2076.923077,,,,,,
,303,22,16.5,2884.615385,,,,,,
,303,23,15.9,3576.923077,,,,,,
,303,24,15.2,4384.615385,,,,,,
,304,1,14.7,4961.538462,,,,,,
,304,2,14.2,5538.461538,,,,,,
,304,3,13.6,6230.769231,,,,,,
,304,4,13.4,6461.538462,,,,,,
,304,5,13.1,6807.692308,,,,,,
,304,6,12.9,7038.461538,,,,,,
,304,7,12.7,7269.230769,,,,,,
,304,8,12.7,7269.230769,,,,,,
,304,9,13.4,6461.538462,,,,,,
,304,10,14.2,5538.461538,,,,,,
,304,11,14.9,4730.769231,,,,,,
,304,12,15.2,4384.615385,,,,,,
,304,13,16,3461.538462,,,,,,
,304,14,16.3,3115.384615,,,,,,
,304,15,16.5,2884.615385,,,,,,
,304,16,16.4,3000,,,,,,
,304,17,16,3461.538462,,,,,,
,304,18,15.4,4153.846154,,,,,,
,304,19,14.7,4961.538462,,,,,,
,304,20,14,5769.230769,,,,,,
,304,21,13.4,6461.538462,,,,,,
,304,22,12.7,7269.230769,,,,,,
,304,23,11.9,8192.307692,,,,,,
,304,24,11.3,8884.615385,,,,,,
novembre,305,1,10.6,9692.307692,,,,,,
,305,2,10,10384.61538,,,,,,
,305,3,9.3,11192.30769,,,,,,
,305,4,9,11538.46154,,,,,,
,305,5,8.6,12000,,,,,,
,305,6,8.3,12346.15385,,,,,,
,305,7,8.1,12576.92308,,,,,,
,305,8,8.1,12576.92308,,,,,,
,305,9,8.6,12000,,,,,,
,305,10,9,11538.46154,,,,,,
,305,11,10.1,10269.23077,,,,,,
,305,12,11.3,8884.615385,,,,,,
,305,13,12.3,7730.769231,,,,,,
,305,14,12.9,7038.461538,,,,,,
,305,15,13.8,6000,,,,,,
,305,16,14.5,5192.307692,,,,,,
,305,17,14.3,5423.076923,,,,,,
,305,18,13.3,6576.923077,,,,,,
,305,19,12.9,7038.461538,,,,,,
,305,20,12.5,7500,,,,,,
,305,21,12.1,7961.538462,,,,,,
,305,22,11.8,8307.692308,,,,,,
,305,23,11.4,8769.230769,,,,,,
,305,24,11,9230.769231,,,,,,
,306,1,10.8,9461.538462,,,,,,
,306,2,10.6,9692.307692,,,,,,
,306,3,10.4,9923.076923,,,,,,
,306,4,10.3,10038.46154,,,,,,
,306,5,10.2,10153.84615,,,,,,
,306,6,10.1,10269.23077,,,,,,
,306,7,10,10384.61538,,,,,,
,306,8,10.1,10269.23077,,,,,,
,306,9,10.7,9576.923077,,,,,,
,306,10,11.8,8307.692308,,,,,,
,306,11,12.5,7500,,,,,,
,306,12,13,6923.076923,,,,,,
,306,13,13.8,6000,,,,,,
,306,14,14.2,5538.461538,,,,,,
,306,15,14.2,5538.461538,,,,,,
,306,16,13.7,6115.384615,,,,,,
,306,17,13.2,6692.307692,,,,,,
,306,18,12.7,7269.230769,,,,,,
,306,19,12.6,7384.615385,,,,,,
,306,20,12.4,7615.384615,,,,,,
,306,21,12.3,7730.769231,,,,,,
,306,22,12.1,7961.538462,,,,,,
,306,23,12.1,7961.538462,,,,,,
,306,24,11.6,8538.461538,,,,,,
,307,1,11.1,9115.384615,,,,,,
,307,2,11.6,8538.461538,,,,,,
,307,3,11.6,8538.461538,,,,,,
,307,4,11.6,8538.461538,,,,,,
,307,5,11.6,8538.461538,,,,,,
,307,6,11.5,8653.846154,,,,,,
,307,7,11.4,8769.230769,,,,,,
,307,8,11.4,8769.230769,,,,,,
,307,9,11.7,8423.076923,,,,,,
,307,10,12.1,7961.538462,,,,,,
,307,11,12.5,7500,,,,,,
,307,12,12.6,7384.615385,,,,,,
,307,13,12.6,7384.615385,,,,,,
,307,14,13.1,6807.692308,,,,,,
,307,15,13.2,6692.307692,,,,,,
,307,16,13.1,6807.692308,,,,,,
,307,17,12.9,7038.461538,,,,,,
,307,18,12.6,7384.615385,,,,,,
,307,19,12.7,7269.230769,,,,,,
,307,20,12.8,7153.846154,,,,,,
,307,21,12.8,7153.846154,,,,,,
,307,22,12.9,7038.461538,,,,,,
,307,23,13,6923.076923,,,,,,
,307,24,12.8,7153.846154,,,,,,
,308,1,13,6923.076923,,,,,,
,308,2,13.2,6692.307692,,,,,,
,308,3,13.3,6576.923077,,,,,,
,308,4,13.3,6576.923077,,,,,,
,308,5,13.4,6461.538462,,,,,,
,308,6,13.2,6692.307692,,,,,,
,308,7,12.8,7153.846154,,,,,,
,308,8,12.2,7846.153846,,,,,,
,308,9,13.6,6230.769231,,,,,,
,308,10,14,5769.230769,,,,,,
,308,11,14.3,5423.076923,,,,,,
,308,12,14.5,5192.307692,,,,,,
,308,13,14.7,4961.538462,,,,,,
,308,14,14.9,4730.769231,,,,,,
,308,15,14.9,4730.769231,,,,,,
,308,16,15,4615.384615,,,,,,
,308,17,14.8,4846.153846,,,,,,
,308,18,14.5,5192.307692,,,,,,
,308,19,14.1,5653.846154,,,,,,
,308,20,14.3,5423.076923,,,,,,
,308,21,14.2,5538.461538,,,,,,
,308,22,14.2,5538.461538,,,,,,
,308,23,13.7,6115.384615,,,,,,
,308,24,13.6,6230.769231,,,,,,
,309,1,13,6923.076923,,,,,,
,309,2,12.1,7961.538462,,,,,,
,309,3,11.2,9000,,,,,,
,309,4,10.8,9461.538462,,,,,,
,309,5,10.3,10038.46154,,,,,,
,309,6,10,10384.61538,,,,,,
,309,7,9.7,10730.76923,,,,,,
,309,8,9.7,10730.76923,,,,,,
,309,9,10.6,9692.307692,,,,,,
,309,10,11.8,8307.692308,,,,,,
,309,11,13.3,6576.923077,,,,,,
,309,12,14.7,4961.538462,,,,,,
,309,13,16.3,3115.384615,,,,,,
,309,14,16.7,2653.846154,,,,,,
,309,15,17.2,2076.923077,,,,,,
,309,16,17.7,1500,,,,,,
,309,17,17.1,2192.307692,,,,,,
,309,18,15.9,3576.923077,,,,,,
,309,19,15.1,4500,,,,,,
,309,20,14.4,5307.692308,,,,,,
,309,21,13.7,6115.384615,,,,,,
,309,22,13,6923.076923,,,,,,
,309,23,12.2,7846.153846,,,,,,
,309,24,11.5,8653.846154,,,,,,
,310,1,10.9,9346.153846,,,,,,
,310,2,10.2,10153.84615,,,,,,
,310,3,9.6,10846.15385,,,,,,
,310,4,9.3,11192.30769,,,,,,
,310,5,8.9,11653.84615,,,,,,
,310,6,8.7,11884.61538,,,,,,
,310,7,8.5,12115.38462,,,,,,
,310,8,8.5,12115.38462,,,,,,
,310,9,9.7,10730.76923,,,,,,
,310,10,11.1,9115.384615,,,,,,
,310,11,12.4,7615.384615,,,,,,
,310,12,13.8,6000,,,,,,
,310,13,14.8,4846.153846,,,,,,
,310,14,15.5,4038.461538,,,,,,
,310,15,15.6,3923.076923,,,,,,
,310,16,15.2,4384.615385,,,,,,
,310,17,14.3,5423.076923,,,,,,
,310,18,13.3,6576.923077,,,,,,
,310,19,12.6,7384.615385,,,,,,
,310,20,11.9,8192.307692,,,,,,
,310,21,11.1,9115.384615,,,,,,
,310,22,10.4,9923.076923,,,,,,
,310,23,9.7,10730.76923,,,,,,
,310,24,9,11538.46154,,,,,,
,311,1,8.3,12346.15385,,,,,,
,311,2,7.6,13153.84615,,,,,,
,311,3,6.9,13961.53846,,,,,,
,311,4,6.6,14307.69231,,,,,,
,311,5,6.3,14653.84615,,,,,,
,311,6,6,15000,,,,,,
,311,7,5.8,15230.76923,,,,,,
,311,8,5.8,15230.76923,,,,,,
,311,9,7.1,13730.76923,,,,,,
,311,10,9,11538.46154,,,,,,
,311,11,10.8,9461.538462,,,,,,
,311,12,12.6,7384.615385,,,,,,
,311,13,13.7,6115.384615,,,,,,
,311,14,14.6,5076.923077,,,,,,
,311,15,14.9,4730.769231,,,,,,
,311,16,14.5,5192.307692,,,,,,
,311,17,13.5,6346.153846,,,,,,
,311,18,12.2,7846.153846,,,,,,
,311,19,11.4,8769.230769,,,,,,
,311,20,10.7,9576.923077,,,,,,
,311,21,10,10384.61538,,,,,,
,311,22,9.3,11192.30769,,,,,,
,311,23,8.6,12000,,,,,,
,311,24,7.9,12807.69231,,,,,,
,312,1,7.3,13500,,,,,,
,312,2,6.7,14192.30769,,,,,,
,312,3,6,15000,,,,,,
,312,4,5.7,15346.15385,,,,,,
,312,5,5.4,15692.30769,,,,,,
,312,6,5.2,15923.07692,,,,,,
,312,7,5,16153.84615,,,,,,
,312,8,5,16153.84615,,,,,,
,312,9,6.1,14884.61538,,,,,,
,312,10,7.9,12807.69231,,,,,,
,312,11,9.8,10615.38462,,,,,,
,312,12,11.4,8769.230769,,,,,,
,312,13,12.5,7500,,,,,,
,312,14,13.1,6807.692308,,,,,,
,312,15,13.3,6576.923077,,,,,,
,312,16,12.9,7038.461538,,,,,,
,312,17,11.9,8192.307692,,,,,,
,312,18,10.7,9576.923077,,,,,,
,312,19,10,10384.61538,,,,,,
,312,20,9.3,11192.30769,,,,,,
,312,21,8.5,12115.38462,,,,,,
,312,22,7.8,12923.07692,,,,,,
,312,23,7.1,13730.76923,,,,,,
,312,24,6.3,14653.84615,,,,,,
,313,1,5.7,15346.15385,,,,,,
,313,2,5,16153.84615,,,,,,
,313,3,4.3,16961.53846,,,,,,
,313,4,3.9,17423.07692,,,,,,
,313,5,3.5,17884.61538,,,,,,
,313,6,3.3,18115.38462,,,,,,
,313,7,3,18461.53846,,,,,,
,313,8,3,18461.53846,,,,,,
,313,9,4.6,16615.38462,,,,,,
,313,10,6.9,13961.53846,,,,,,
,313,11,9,11538.46154,,,,,,
,313,12,10.4,9923.076923,,,,,,
,313,13,11.7,8423.076923,,,,,,
,313,14,12.6,7384.615385,,,,,,
,313,15,13.2,6692.307692,,,,,,
,313,16,12.9,7038.461538,,,,,,
,313,17,11.7,8423.076923,,,,,,
,313,18,10.1,10269.23077,,,,,,
,313,19,9.7,10730.76923,,,,,,
,313,20,9.2,11307.69231,,,,,,
,313,21,8.7,11884.61538,,,,,,
,313,22,8.2,12461.53846,,,,,,
,313,23,7.7,13038.46154,,,,,,
,313,24,7.3,13500,,,,,,
,314,1,7,13846.15385,,,,,,
,314,2,6.6,14307.69231,,,,,,
,314,3,6.3,14653.84615,,,,,,
,314,4,6.2,14769.23077,,,,,,
,314,5,6,15000,,,,,,
,314,6,5.9,15115.38462,,,,,,
,314,7,5.8,15230.76923,,,,,,
,314,8,5.8,15230.76923,,,,,,
,314,9,6.2,14769.23077,,,,,,
,314,10,6.8,14076.92308,,,,,,
,314,11,7.3,13500,,,,,,
,314,12,7.8,12923.07692,,,,,,
,314,13,8.3,12346.15385,,,,,,
,314,14,8.6,12000,,,,,,
,314,15,8.7,11884.61538,,,,,,
,314,16,8.5,12115.38462,,,,,,
,314,17,8,12692.30769,,,,,,
,314,18,7.2,13615.38462,,,,,,
,314,19,7.4,13384.61538,,,,,,
,314,20,7.1,13730.76923,,,,,,
,314,21,6.9,13961.53846,,,,,,
,314,22,6.7,14192.30769,,,,,,
,314,23,6.4,14538.46154,,,,,,
,314,24,6.2,14769.23077,,,,,,
,315,1,6,15000,,,,,,
,315,2,5.8,15230.76923,,,,,,
,315,3,5.6,15461.53846,,,,,,
,315,4,5.5,15576.92308,,,,,,
,315,5,5.5,15576.92308,,,,,,
,315,6,5.4,15692.30769,,,,,,
,315,7,5.3,15807.69231,,,,,,
,315,8,5.3,15807.69231,,,,,,
,315,9,6.2,14769.23077,,,,,,
,315,10,7.5,13269.23077,,,,,,
,315,11,7.6,13153.84615,,,,,,
,315,12,8.3,12346.15385,,,,,,
,315,13,8.3,12346.15385,,,,,,
,315,14,9.6,10846.15385,,,,,,
,315,15,10.5,9807.692308,,,,,,
,315,16,10.6,9692.307692,,,,,,
,315,17,10.1,10269.23077,,,,,,
,315,18,9.3,11192.30769,,,,,,
,315,19,9.2,11307.69231,,,,,,
,315,20,9,11538.46154,,,,,,
,315,21,8.8,11769.23077,,,,,,
,315,22,8.7,11884.61538,,,,,,
,315,23,8.5,12115.38462,,,,,,
,315,24,8.3,12346.15385,,,,,,
,316,1,8,12692.30769,,,,,,
,316,2,7.6,13153.84615,,,,,,
,316,3,7.8,12923.07692,,,,,,
,316,4,7.7,13038.46154,,,,,,
,316,5,7.7,13038.46154,,,,,,
,316,6,7.7,13038.46154,,,,,,
,316,7,7.7,13038.46154,,,,,,
,316,8,7.7,13038.46154,,,,,,
,316,9,8,12692.30769,,,,,,
,316,10,8.4,12230.76923,,,,,,
,316,11,8.8,11769.23077,,,,,,
,316,12,9,11538.46154,,,,,,
,316,13,9.2,11307.69231,,,,,,
,316,14,10.8,9461.538462,,,,,,
,316,15,11.8,8307.692308,,,,,,
,316,16,12.3,7730.769231,,,,,,
,316,17,12.1,7961.538462,,,,,,
,316,18,11.5,8653.846154,,,,,,
,316,19,11,9230.769231,,,,,,
,316,20,10.5,9807.692308,,,,,,
,316,21,10,10384.61538,,,,,,
,316,22,9.5,10961.53846,,,,,,
,316,23,9,11538.46154,,,,,,
,316,24,8.6,12000,,,,,,
,317,1,7.9,12807.69231,,,,,,
,317,2,7.2,13615.38462,,,,,,
,317,3,6.5,14423.07692,,,,,,
,317,4,6.1,14884.61538,,,,,,
,317,5,5.7,15346.15385,,,,,,
,317,6,5.5,15576.92308,,,,,,
,317,7,5.2,15923.07692,,,,,,
,317,8,5.2,15923.07692,,,,,,
,317,9,6.1,14884.61538,,,,,,
,317,10,7.3,13500,,,,,,
,317,11,7.8,12923.07692,,,,,,
,317,12,8.3,12346.15385,,,,,,
,317,13,9.2,11307.69231,,,,,,
,317,14,10.4,9923.076923,,,,,,
,317,15,11.4,8769.230769,,,,,,
,317,16,11.8,8307.692308,,,,,,
,317,17,11.3,8884.615385,,,,,,
,317,18,10.3,10038.46154,,,,,,
,317,19,9.8,10615.38462,,,,,,
,317,20,9.3,11192.30769,,,,,,
,317,21,8.8,11769.23077,,,,,,
,317,22,8.3,12346.15385,,,,,,
,317,23,7.8,12923.07692,,,,,,
,317,24,7.3,13500,,,,,,
,318,1,7,13846.15385,,,,,,
,318,2,6.7,14192.30769,,,,,,
,318,3,6.4,14538.46154,,,,,,
,318,4,6.3,14653.84615,,,,,,
,318,5,6.1,14884.61538,,,,,,
,318,6,6,15000,,,,,,
,318,7,5.9,15115.38462,,,,,,
,318,8,6,15000,,,,,,
,318,9,6.7,14192.30769,,,,,,
,318,10,6.7,14192.30769,,,,,,
,318,11,6.9,13961.53846,,,,,,
,318,12,8.3,12346.15385,,,,,,
,318,13,9.7,10730.76923,,,,,,
,318,14,11.6,8538.461538,,,,,,
,318,15,12.5,7500,,,,,,
,318,16,13.1,6807.692308,,,,,,
,318,17,12.7,7269.230769,,,,,,
,318,18,11.7,8423.076923,,,,,,
,318,19,11.4,8769.230769,,,,,,
,318,20,11.1,9115.384615,,,,,,
,318,21,10.8,9461.538462,,,,,,
,318,22,10.5,9807.692308,,,,,,
,318,23,10.2,10153.84615,,,,,,
,318,24,9.9,10500,,,,,,
,319,1,9.5,10961.53846,,,,,,
,319,2,9.1,11423.07692,,,,,,
,319,3,8.8,11769.23077,,,,,,
,319,4,8.6,12000,,,,,,
,319,5,8.4,12230.76923,,,,,,
,319,6,8.3,12346.15385,,,,,,
,319,7,8.2,12461.53846,,,,,,
,319,8,8.2,12461.53846,,,,,,
,319,9,8.5,12115.38462,,,,,,
,319,10,8.9,11653.84615,,,,,,
,319,11,9.3,11192.30769,,,,,,
,319,12,9.7,10730.76923,,,,,,
,319,13,9.7,10730.76923,,,,,,
,319,14,11.7,8423.076923,,,,,,
,319,15,12.9,7038.461538,,,,,,
,319,16,13.3,6576.923077,,,,,,
,319,17,13,6923.076923,,,,,,
,319,18,12.3,7730.769231,,,,,,
,319,19,11.9,8192.307692,,,,,,
,319,20,11.5,8653.846154,,,,,,
,319,21,11,9230.769231,,,,,,
,319,22,10.6,9692.307692,,,,,,
,319,23,10.2,10153.84615,,,,,,
,319,24,9.8,10615.38462,,,,,,
,320,1,9.3,11192.30769,,,,,,
,320,2,9,11538.46154,,,,,,
,320,3,8.6,12000,,,,,,
,320,4,8.4,12230.76923,,,,,,
,320,5,8.2,12461.53846,,,,,,
,320,6,8,12692.30769,,,,,,
,320,7,7.9,12807.69231,,,,,,
,320,8,7.8,12923.07692,,,,,,
,320,9,8.6,12000,,,,,,
,320,10,10.2,10153.84615,,,,,,
,320,11,12,8076.923077,,,,,,
,320,12,13.5,6346.153846,,,,,,
,320,13,14.8,4846.153846,,,,,,
,320,14,15.3,4269.230769,,,,,,
,320,15,14.7,4961.538462,,,,,,
,320,16,13.4,6461.538462,,,,,,
,320,17,12.5,7500,,,,,,
,320,18,11.6,8538.461538,,,,,,
,320,19,11.1,9115.384615,,,,,,
,320,20,10.6,9692.307692,,,,,,
,320,21,10.1,10269.23077,,,,,,
,320,22,9.6,10846.15385,,,,,,
,320,23,9.1,11423.07692,,,,,,
,320,24,8.6,12000,,,,,,
,321,1,7.8,12923.07692,,,,,,
,321,2,7.2,13615.38462,,,,,,
,321,3,6.5,14423.07692,,,,,,
,321,4,6.2,14769.23077,,,,,,
,321,5,5.9,15115.38462,,,,,,
,321,6,5.5,15576.92308,,,,,,
,321,7,5.3,15807.69231,,,,,,
,321,8,5.1,16038.46154,,,,,,
,321,9,5.6,15461.53846,,,,,,
,321,10,6.7,14192.30769,,,,,,
,321,11,7.6,13153.84615,,,,,,
,321,12,8.6,12000,,,,,,
,321,13,9.2,11307.69231,,,,,,
,321,14,8.8,11769.23077,,,,,,
,321,15,8,12692.30769,,,,,,
,321,16,7.4,13384.61538,,,,,,
,321,17,6.9,13961.53846,,,,,,
,321,18,6.4,14538.46154,,,,,,
,321,19,5.8,15230.76923,,,,,,
,321,20,5.3,15807.69231,,,,,,
,321,21,4.7,16500,,,,,,
,321,22,4.1,17192.30769,,,,,,
,321,23,3.6,17769.23077,,,,,,
,321,24,3,18461.53846,,,,,,
,322,1,2.5,19038.46154,,,,,,
,322,2,1.9,19730.76923,,,,,,
,322,3,1.4,20307.69231,,,,,,
,322,4,1.1,20653.84615,,,,,,
,322,5,0.8,21000,,,,,,
,322,6,0.6,21230.76923,,,,,,
,322,7,0.4,21461.53846,,,,,,
,322,8,0.2,21692.30769,,,,,,
,322,9,0.9,20884.61538,,,,,,
,322,10,3.8,17538.46154,,,,,,
,322,11,6.2,14769.23077,,,,,,
,322,12,8.1,12576.92308,,,,,,
,322,13,9.4,11076.92308,,,,,,
,322,14,10.1,10269.23077,,,,,,
,322,15,10.3,10038.46154,,,,,,
,322,16,9.6,10846.15385,,,,,,
,322,17,8.2,12461.53846,,,,,,
,322,18,6.6,14307.69231,,,,,,
,322,19,6,15000,,,,,,
,322,20,5.4,15692.30769,,,,,,
,322,21,4.8,16384.61538,,,,,,
,322,22,4.1,17192.30769,,,,,,
,322,23,3.5,17884.61538,,,,,,
,322,24,2.9,18576.92308,,,,,,
,323,1,2.3,19269.23077,,,,,,
,323,2,1.6,20076.92308,,,,,,
,323,3,0.9,20884.61538,,,,,,
,323,4,0.6,21230.76923,,,,,,
,323,5,0.2,21692.30769,,,,,,
,323,6,-0.2,22153.84615,,,,,,
,323,7,-0.4,22384.61538,,,,,,
,323,8,-0.7,22730.76923,,,,,,
,323,9,-0.6,22615.38462,,,,,,
,323,10,0.1,21807.69231,,,,,,
,323,11,0.9,20884.61538,,,,,,
,323,12,2.6,18923.07692,,,,,,
,323,13,3.4,18000,,,,,,
,323,14,4.1,17192.30769,,,,,,
,323,15,4.1,17192.30769,,,,,,
,323,16,3.9,17423.07692,,,,,,
,323,17,3.1,18346.15385,,,,,,
,323,18,2.2,19384.61538,,,,,,
,323,19,2.1,19500,,,,,,
,323,20,1.9,19730.76923,,,,,,
,323,21,1.8,19846.15385,,,,,,
,323,22,1.7,19961.53846,,,,,,
,323,23,1.6,20076.92308,,,,,,
,323,24,1.4,20307.69231,,,,,,
,324,1,1.5,20192.30769,,,,,,
,324,2,1.7,19961.53846,,,,,,
,324,3,1.9,19730.76923,,,,,,
,324,4,2,19615.38462,,,,,,
,324,5,2.1,19500,,,,,,
,324,6,2.2,19384.61538,,,,,,
,324,7,2.3,19269.23077,,,,,,
,324,8,2.4,19153.84615,,,,,,
,324,9,2.9,18576.92308,,,,,,
,324,10,4.3,16961.53846,,,,,,
,324,11,6.5,14423.07692,,,,,,
,324,12,7.1,13730.76923,,,,,,
,324,13,8.2,12461.53846,,,,,,
,324,14,8.5,12115.38462,,,,,,
,324,15,8.8,11769.23077,,,,,,
,324,16,8.4,12230.76923,,,,,,
,324,17,7.7,13038.46154,,,,,,
,324,18,6.8,14076.92308,,,,,,
,324,19,6.7,14192.30769,,,,,,
,324,20,6.7,14192.30769,,,,,,
,324,21,6.6,14307.69231,,,,,,
,324,22,6.6,14307.69231,,,,,,
,324,23,6.5,14423.07692,,,,,,
,324,24,6.5,14423.07692,,,,,,
,325,1,5.9,15115.38462,,,,,,
,325,2,5.9,15115.38462,,,,,,
,325,3,5.7,15346.15385,,,,,,
,325,4,5.6,15461.53846,,,,,,
,325,5,5.5,15576.92308,,,,,,
,325,6,5.4,15692.30769,,,,,,
,325,7,5.3,15807.69231,,,,,,
,325,8,5.2,15923.07692,,,,,,
,325,9,5.6,15461.53846,,,,,,
,325,10,7.1,13730.76923,,,,,,
,325,11,8.1,12576.92308,,,,,,
,325,12,9,11538.46154,,,,,,
,325,13,9.1,11423.07692,,,,,,
,325,14,8.6,12000,,,,,,
,325,15,8.6,12000,,,,,,
,325,16,8.3,12346.15385,,,,,,
,325,17,7.8,12923.07692,,,,,,
,325,18,7.3,13500,,,,,,
,325,19,6.9,13961.53846,,,,,,
,325,20,6.5,14423.07692,,,,,,
,325,21,6.1,14884.61538,,,,,,
,325,22,5.6,15461.53846,,,,,,
,325,23,5.3,15807.69231,,,,,,
,325,24,4.9,16269.23077,,,,,,
,326,1,4.4,16846.15385,,,,,,
,326,2,3.9,17423.07692,,,,,,
,326,3,3.4,18000,,,,,,
,326,4,3.2,18230.76923,,,,,,
,326,5,2.9,18576.92308,,,,,,
,326,6,2.6,18923.07692,,,,,,
,326,7,2.4,19153.84615,,,,,,
,326,8,2.2,19384.61538,,,,,,
,326,9,2.5,19038.46154,,,,,,
,326,10,3.7,17653.84615,,,,,,
,326,11,4.1,17192.30769,,,,,,
,326,12,5,16153.84615,,,,,,
