,Jour ,Heure  ,Extérieur,Cumul puissance,,Déperditions,30000,W,,SI(D5<$H$4;$H$8*($H$4-D5);0)
,,,T (°C),Chauffage (W),,Température intérieur de base,19,°C,,
,27,20,9.8,10615.38462,,,,,,
,27,21,8.8,11769.23077,,,,,,
,27,22,7.9,12807.69231,,,,,,
,27,23,6.9,13961.53846,,,,,,
,27,24,6,15000,,,,,,
,28,1,5.1,16038.46154,,,,,,
,28,2,4.1,17192.30769,,,,,,
,28,3,3.2,18230.76923,,,,,,
,28,4,2.7,18807.69231,,,,,,
,28,5,2.1,19500,,,,,,
,28,6,1.6,20076.92308,,,,,,
,28,7,1.3,20423.07692,,,,,,
,28,8,0.9,20884.61538,,,,,,
,28,9,0.9,20884.61538,,,,,,
,28,10,3.1,18346.15385,,,,,,
,28,11,5.2,15923.07692,,,,,,
,28,12,7.4,13384.61538,,,,,,
,28,13,9.2,11307.69231,,,,,,
,28,14,10.5,9807.692308,,,,,,
,28,15,11.2,9000,,,,,,
,28,16,11.2,9000,,,,,,
,28,17,10.2,10153.84615,,,,,,
,28,18,8.4,12230.76923,,,,,,
,28,19,7.7,13038.46154,,,,,,
,28,20,7.1,13730.76923,,,,,,
,28,21,6.5,14423.07692,,,,,,
,28,22,5.9,15115.38462,,,,,,
,28,23,5.2,15923.07692,,,,,,
,28,24,4.6,16615.38462,,,,,,
,29,1,4.3,16961.53846,,,,,,
,29,2,3.9,17423.07692,,,,,,
,29,3,3.6,17769.23077,,,,,,
,29,4,3.4,18000,,,,,,
,29,5,3.2,18230.76923,,,,,,
,29,6,3,18461.53846,,,,,,
,29,7,2.8,18692.30769,,,,,,
,29,8,2.7,18807.69231,,,,,,
,29,9,2.7,18807.69231,,,,,,
,29,10,2.8,18692.30769,,,,,,
,29,11,3,18461.53846,,,,,,
,29,12,3.1,18346.15385,,,,,,
,29,13,3.1,18346.15385,,,,,,
,29,14,3.2,18230.76923,,,,,,
,29,15,3.1,18346.15385,,,,,,
,29,16,3.1,18346.15385,,,,,,
,29,17,2.7,18807.69231,,,,,,
,29,18,2.9,18576.92308,,,,,,
,29,19,2.6,18923.07692,,,,,,
,29,20,2.4,19153.84615,,,,,,
,29,21,2.1,19500,,,,,,
,29,22,1.8,19846.15385,,,,,,
,29,23,1.5,20192.30769,,,,,,
,29,24,1.2,20538.46154,,,,,,
,30,1,0.8,21000,,,,,,
,30,2,0.2,21692.30769,,,,,,
,30,3,-0.3,22269.23077,,,,,,
,30,4,-0.5,22500,,,,,,
,30,5,-0.8,22846.15385,,,,,,
,30,6,-1.1,23192.30769,,,,,,
,30,7,-1.3,23423.07692,,,,,,
,30,8,-1.5,23653.84615,,,,,,
,30,9,-1.3,23423.07692,,,,,,
,30,10,1.1,20653.84615,,,,,,
,30,11,3.6,17769.23077,,,,,,
,30,12,5.9,15115.38462,,,,,,
,30,13,7.8,12923.07692,,,,,,
,30,14,9.3,11192.30769,,,,,,
,30,15,10.1,10269.23077,,,,,,
,30,16,10.2,10153.84615,,,,,,
,30,17,9.2,11307.69231,,,,,,
,30,18,7.3,13500,,,,,,
,30,19,7.1,13730.76923,,,,,,
,30,20,6.9,13961.53846,,,,,,
,30,21,6.7,14192.30769,,,,,,
,30,22,6.5,14423.07692,,,,,,
,30,23,6.2,14769.23077,,,,,,
,30,24,6,15000,,,,,,
,31,1,6,15000,,,,,,
,31,2,5.9,15115.38462,,,,,,
,31,3,5.8,15230.76923,,,,,,
,31,4,5.8,15230.76923,,,,,,
,31,5,5.7,15346.15385,,,,,,
,31,6,5.7,15346.15385,,,,,,
,31,7,5.6,15461.53846,,,,,,
,31,8,5.6,15461.53846,,,,,,
,31,9,5.7,15346.15385,,,,,,
,31,10,6,15000,,,,,,
,31,11,6.3,14653.84615,,,,,,
,31,12,6.6,14307.69231,,,,,,
,31,13,6.8,14076.92308,,,,,,
,31,14,7,13846.15385,,,,,,
,31,15,7.1,13730.76923,,,,,,
,31,16,7.1,13730.76923,,,,,,
,31,17,7,13846.15385,,,,,,
,31,18,6.7,14192.30769,,,,,,
,31,19,6.7,14192.30769,,,,,,
,31,20,6.7,14192.30769,,,,,,
,31,21,6.6,14307.69231,,,,,,
,31,22,6.3,14653.84615,,,,,,
,31,23,6.6,14307.69231,,,,,,
,31,24,6.5,14423.07692,,,,,,
fevrier,32,1,6.6,14307.69231,,,,,,
,32,2,6.5,14423.07692,,,,,,
,32,3,6.7,14192.30769,,,,,,
,32,4,6.7,14192.30769,,,,,,
,32,5,6.8,14076.92308,,,,,,
,32,6,6.8,14076.92308,,,,,,
,32,7,6.8,14076.92308,,,,,,
,32,8,6.9,13961.53846,,,,,,
,32,9,7,13846.15385,,,,,,
,32,10,8,12692.30769,,,,,,
,32,11,9.1,11423.07692,,,,,,
,32,12,9.5,10961.53846,,,,,,
,32,13,10,10384.61538,,,,,,
,32,14,10.4,9923.076923,,,,,,
,32,15,10.8,9461.538462,,,,,,
,32,16,10.9,9346.153846,,,,,,
,32,17,10.6,9692.307692,,,,,,
,32,18,10.1,10269.23077,,,,,,
,32,19,9.7,10730.76923,,,,,,
,32,20,9,11538.46154,,,,,,
,32,21,8.8,11769.23077,,,,,,
,32,22,8.4,12230.76923,,,,,,
,32,23,8,12692.30769,,,,,,
,32,24,7.6,13153.84615,,,,,,
,33,1,6.9,13961.53846,,,,,,
,33,2,6.2,14769.23077,,,,,,
,33,3,5.5,15576.92308,,,,,,
,33,4,5.1,16038.46154,,,,,,
,33,5,4.7,16500,,,,,,
,33,6,4.4,16846.15385,,,,,,
,33,7,4.1,17192.30769,,,,,,
,33,8,3.8,17538.46154,,,,,,
,33,9,3.8,17538.46154,,,,,,
,33,10,5.3,15807.69231,,,,,,
,33,11,6.4,14538.46154,,,,,,
,33,12,7.4,13384.61538,,,,,,
,33,13,8.8,11769.23077,,,,,,
,33,14,9.3,11192.30769,,,,,,
,33,15,9.4,11076.92308,,,,,,
,33,16,9.2,11307.69231,,,,,,
,33,17,8.7,11884.61538,,,,,,
,33,18,7.7,13038.46154,,,,,,
,33,19,7.3,13500,,,,,,
,33,20,6.9,13961.53846,,,,,,
,33,21,6.4,14538.46154,,,,,,
,33,22,6,15000,,,,,,
,33,23,5.6,15461.53846,,,,,,
,33,24,5.2,15923.07692,,,,,,
,34,1,5.1,16038.46154,,,,,,
,34,2,4.9,16269.23077,,,,,,
,34,3,4.8,16384.61538,,,,,,
,34,4,4.8,16384.61538,,,,,,
,34,5,4.7,16500,,,,,,
,34,6,4.7,16500,,,,,,
,34,7,4.7,16500,,,,,,
,34,8,4.7,16500,,,,,,
,34,9,4.9,16269.23077,,,,,,
,34,10,5.9,15115.38462,,,,,,
,34,11,6.9,13961.53846,,,,,,
,34,12,8.9,11653.84615,,,,,,
,34,13,9.5,10961.53846,,,,,,
,34,14,10.3,10038.46154,,,,,,
,34,15,10.7,9576.923077,,,,,,
,34,16,10.6,9692.307692,,,,,,
,34,17,10,10384.61538,,,,,,
,34,18,9.2,11307.69231,,,,,,
,34,19,8.7,11884.61538,,,,,,
,34,20,8.1,12576.92308,,,,,,
,34,21,7.6,13153.84615,,,,,,
,34,22,7.1,13730.76923,,,,,,
,34,23,6.6,14307.69231,,,,,,
,34,24,6.1,14884.61538,,,,,,
,35,1,5.4,15692.30769,,,,,,
,35,2,4.8,16384.61538,,,,,,
,35,3,4.1,17192.30769,,,,,,
,35,4,3.7,17653.84615,,,,,,
,35,5,3.4,18000,,,,,,
,35,6,3,18461.53846,,,,,,
,35,7,2.7,18807.69231,,,,,,
,35,8,2.5,19038.46154,,,,,,
,35,9,2.6,18923.07692,,,,,,
,35,10,4.4,16846.15385,,,,,,
,35,11,6.2,14769.23077,,,,,,
,35,12,7.9,12807.69231,,,,,,
,35,13,9.4,11076.92308,,,,,,
,35,14,10.2,10153.84615,,,,,,
,35,15,10.7,9576.923077,,,,,,
,35,16,10.6,9692.307692,,,,,,
,35,17,9.7,10730.76923,,,,,,
,35,18,8.4,12230.76923,,,,,,
,35,19,7.7,13038.46154,,,,,,
,35,20,7,13846.15385,,,,,,
,35,21,6.4,14538.46154,,,,,,
,35,22,5.7,15346.15385,,,,,,
,35,23,5.1,16038.46154,,,,,,
,35,24,4.4,16846.15385,,,,,,
,36,1,3.9,17423.07692,,,,,,
,36,2,3.4,18000,,,,,,
,36,3,2.9,18576.92308,,,,,,
,36,4,2.6,18923.07692,,,,,,
,36,5,2.4,19153.84615,,,,,,
,36,6,2.1,19500,,,,,,
,36,7,1.9,19730.76923,,,,,,
,36,8,1.7,19961.53846,,,,,,
,36,9,1.8,19846.15385,,,,,,
,36,10,2.7,18807.69231,,,,,,
,36,11,2.9,18576.92308,,,,,,
,36,12,3.9,17423.07692,,,,,,
,36,13,5,16153.84615,,,,,,
,36,14,5.4,15692.30769,,,,,,
,36,15,5.6,15461.53846,,,,,,
,36,16,5.4,15692.30769,,,,,,
,36,17,5,16153.84615,,,,,,
,36,18,4.3,16961.53846,,,,,,
,36,19,3.8,17538.46154,,,,,,
,36,20,3.3,18115.38462,,,,,,
,36,21,2.8,18692.30769,,,,,,
,36,22,2.2,19384.61538,,,,,,
,36,23,1.7,19961.53846,,,,,,
,36,24,1.2,20538.46154,,,,,,
,37,1,0.8,21000,,,,,,
,37,2,0.4,21461.53846,,,,,,
,37,3,-0.1,22038.46154,,,,,,
,37,4,-0.3,22269.23077,,,,,,
,37,5,-0.5,22500,,,,,,
,37,6,-0.7,22730.76923,,,,,,
,37,7,-0.9,22961.53846,,,,,,
,37,8,-1.1,23192.30769,,,,,,
,37,9,-0.7,22730.76923,,,,,,
,37,10,1.1,20653.84615,,,,,,
,37,11,2.7,18807.69231,,,,,,
,37,12,4.2,17076.92308,,,,,,
,37,13,5.8,15230.76923,,,,,,
,37,14,6.9,13961.53846,,,,,,
,37,15,7.5,13269.23077,,,,,,
,37,16,7.6,13153.84615,,,,,,
,37,17,7,13846.15385,,,,,,
,37,18,5.7,15346.15385,,,,,,
,37,19,5.2,15923.07692,,,,,,
,37,20,4.6,16615.38462,,,,,,
,37,21,4,17307.69231,,,,,,
,37,22,3.4,18000,,,,,,
,37,23,2.9,18576.92308,,,,,,
,37,24,2.3,19269.23077,,,,,,
,38,1,1.8,19846.15385,,,,,,
,38,2,1.2,20538.46154,,,,,,
,38,3,0.6,21230.76923,,,,,,
,38,4,0.3,21576.92308,,,,,,
,38,5,0,21923.07692,,,,,,
,38,6,-0.3,22269.23077,,,,,,
,38,7,-0.5,22500,,,,,,
,38,8,-0.7,22730.76923,,,,,,
,38,9,-0.7,22730.76923,,,,,,
,38,10,-0.7,22730.76923,,,,,,
,38,11,-0.5,22500,,,,,,
,38,12,-0.4,22384.61538,,,,,,
,38,13,-0.3,22269.23077,,,,,,
,38,14,0.8,21000,,,,,,
,38,15,1.4,20307.69231,,,,,,
,38,16,1.7,19961.53846,,,,,,
,38,17,1.7,19961.53846,,,,,,
,38,18,1.3,20423.07692,,,,,,
,38,19,0.8,21000,,,,,,
,38,20,0.3,21576.92308,,,,,,
,38,21,-0.2,22153.84615,,,,,,
,38,22,-0.7,22730.76923,,,,,,
,38,23,-1.2,23307.69231,,,,,,
,38,24,-1.7,23884.61538,,,,,,
,39,1,-2.1,24346.15385,,,,,,
,39,2,-2.5,24807.69231,,,,,,
,39,3,-2.9,25269.23077,,,,,,
,39,4,-3.2,25615.38462,,,,,,
,39,5,-3.4,25846.15385,,,,,,
,39,6,-3.6,26076.92308,,,,,,
,39,7,-3.8,26307.69231,,,,,,
,39,8,-4,26538.46154,,,,,,
,39,9,-3.6,26076.92308,,,,,,
,39,10,-1.6,23769.23077,,,,,,
,39,11,0.3,21576.92308,,,,,,
,39,12,1.7,19961.53846,,,,,,
,39,13,2.8,18692.30769,,,,,,
,39,14,3.5,17884.61538,,,,,,
,39,15,3.9,17423.07692,,,,,,
,39,16,3.7,17653.84615,,,,,,
,39,17,2.9,18576.92308,,,,,,
,39,18,1.7,19961.53846,,,,,,
,39,19,1.1,20653.84615,,,,,,
,39,20,0.6,21230.76923,,,,,,
,39,21,0,21923.07692,,,,,,
,39,22,-0.6,22615.38462,,,,,,
,39,23,-1.1,23192.30769,,,,,,
,39,24,-1.7,23884.61538,,,,,,
,40,1,-2.1,24346.15385,,,,,,
,40,2,-2.6,24923.07692,,,,,,
,40,3,-3.1,25500,,,,,,
,40,4,-3.4,25846.15385,,,,,,
,40,5,-3.7,26192.30769,,,,,,
,40,6,-4,26538.46154,,,,,,
,40,7,-4.3,26884.61538,,,,,,
,40,8,-4.5,27115.38462,,,,,,
,40,9,-4.3,26884.61538,,,,,,
,40,10,-2.8,25153.84615,,,,,,
,40,11,-1.4,23538.46154,,,,,,
,40,12,-0.1,22038.46154,,,,,,
,40,13,0.5,21346.15385,,,,,,
,40,14,0.7,21115.38462,,,,,,
,40,15,0.7,21115.38462,,,,,,
,40,16,0,21923.07692,,,,,,
,40,17,-0.8,22846.15385,,,,,,
,40,18,-1.8,24000,,,,,,
,40,19,-2.3,24576.92308,,,,,,
,40,20,-2.8,25153.84615,,,,,,
,40,21,-3.3,25730.76923,,,,,,
,40,22,-3.8,26307.69231,,,,,,
,40,23,-4.3,26884.61538,,,,,,
,40,24,-4.7,27346.15385,,,,,,
,41,1,-4.7,27346.15385,,,,,,
,41,2,-4.8,27461.53846,,,,,,
,41,3,-4.8,27461.53846,,,,,,
,41,4,-4.8,27461.53846,,,,,,
,41,5,-4.9,27576.92308,,,,,,
,41,6,-4.9,27576.92308,,,,,,
,41,7,-4.9,27576.92308,,,,,,
,41,8,-5,27692.30769,,,,,,
,41,9,-4.7,27346.15385,,,,,,
,41,10,-2.9,25269.23077,,,,,,
,41,11,-1.2,23307.69231,,,,,,
,41,12,0.5,21346.15385,,,,,,
,41,13,1.9,19730.76923,,,,,,
,41,14,3,18461.53846,,,,,,
,41,15,3.5,17884.61538,,,,,,
,41,16,3.4,18000,,,,,,
,41,17,2.7,18807.69231,,,,,,
,41,18,1.5,20192.30769,,,,,,
,41,19,0.3,21576.92308,,,,,,
,41,20,-0.2,22153.84615,,,,,,
,41,21,-0.6,22615.38462,,,,,,
,41,22,-1,23076.92308,,,,,,
,41,23,-1.4,23538.46154,,,,,,
,41,24,-1.8,24000,,,,,,
,42,1,-2.1,24346.15385,,,,,,
,42,2,-2.3,24576.92308,,,,,,
,42,3,-2.6,24923.07692,,,,,,
,42,4,-2.7,25038.46154,,,,,,
,42,5,-2.8,25153.84615,,,,,,
,42,6,-2.9,25269.23077,,,,,,
,42,7,-3,25384.61538,,,,,,
,42,8,-3,25384.61538,,,,,,
,42,9,-2.5,24807.69231,,,,,,
,42,10,-0.1,22038.46154,,,,,,
,42,11,2.3,19269.23077,,,,,,
,42,12,4.5,16730.76923,,,,,,
,42,13,6.3,14653.84615,,,,,,
,42,14,7.4,13384.61538,,,,,,
,42,15,8.1,12576.92308,,,,,,
,42,16,8.2,12461.53846,,,,,,
,42,17,7.3,13500,,,,,,
,42,18,5.9,15115.38462,,,,,,
,42,19,4.4,16846.15385,,,,,,
,42,20,4,17307.69231,,,,,,
,42,21,3.6,17769.23077,,,,,,
,42,22,3.2,18230.76923,,,,,,
,42,23,2.9,18576.92308,,,,,,
,42,24,2.5,19038.46154,,,,,,
,43,1,2,19615.38462,,,,,,
,43,2,1.5,20192.30769,,,,,,
,43,3,0.9,20884.61538,,,,,,
,43,4,0.6,21230.76923,,,,,,
,43,5,0.3,21576.92308,,,,,,
,43,6,0.1,21807.69231,,,,,,
,43,7,-0.2,22153.84615,,,,,,
,43,8,-0.4,22384.61538,,,,,,
,43,9,-0.2,22153.84615,,,,,,
,43,10,0.5,21346.15385,,,,,,
,43,11,1.1,20653.84615,,,,,,
,43,12,1.6,20076.92308,,,,,,
,43,13,1.7,19961.53846,,,,,,
,43,14,2,19615.38462,,,,,,
,43,15,2.2,19384.61538,,,,,,
,43,16,2.1,19500,,,,,,
,43,17,1.9,19730.76923,,,,,,
,43,18,1.3,20423.07692,,,,,,
,43,19,1,20769.23077,,,,,,
,43,20,0.7,21115.38462,,,,,,
,43,21,0.4,21461.53846,,,,,,
,43,22,0.1,21807.69231,,,,,,
,43,23,-0.2,22153.84615,,,,,,
,43,24,-0.5,22500,,,,,,
,44,1,-0.6,22615.38462,,,,,,
,44,2,-0.7,22730.76923,,,,,,
,44,3,-0.7,22730.76923,,,,,,
,44,4,-0.8,22846.15385,,,,,,
,44,5,-0.8,22846.15385,,,,,,
,44,6,-0.8,22846.15385,,,,,,
,44,7,-0.9,22961.53846,,,,,,
,44,8,-0.9,22961.53846,,,,,,
,44,9,-0.7,22730.76923,,,,,,
,44,10,0.2,21692.30769,,,,,,
,44,11,0.8,21000,,,,,,
,44,12,1.6,20076.92308,,,,,,
,44,13,2.5,19038.46154,,,,,,
,44,14,3.7,17653.84615,,,,,,
,44,15,4.3,16961.53846,,,,,,
,44,16,4.6,16615.38462,,,,,,
,44,17,4.1,17192.30769,,,,,,
,44,18,3.3,18115.38462,,,,,,
,44,19,2.6,18923.07692,,,,,,
,44,20,2.8,18692.30769,,,,,,
,44,21,3,18461.53846,,,,,,
,44,22,3.1,18346.15385,,,,,,
,44,23,3.3,18115.38462,,,,,,
,44,24,3.5,17884.61538,,,,,,
,45,1,3.3,18115.38462,,,,,,
,45,2,3.3,18115.38462,,,,,,
,45,3,3.4,18000,,,,,,
,45,4,3.3,18115.38462,,,,,,
,45,5,3.3,18115.38462,,,,,,
,45,6,3.3,18115.38462,,,,,,
,45,7,3.3,18115.38462,,,,,,
,45,8,3.3,18115.38462,,,,,,
,45,9,3.5,17884.61538,,,,,,
,45,10,3.9,17423.07692,,,,,,
,45,11,4.3,16961.53846,,,,,,
,45,12,4.7,16500,,,,,,
,45,13,5,16153.84615,,,,,,
,45,14,5.2,15923.07692,,,,,,
,45,15,5.2,15923.07692,,,,,,
,45,16,5.1,16038.46154,,,,,,
,45,17,4.7,16500,,,,,,
,45,18,4.9,16269.23077,,,,,,
,45,19,4.7,16500,,,,,,
,45,20,4.4,16846.15385,,,,,,
,45,21,4.2,17076.92308,,,,,,
,45,22,3.9,17423.07692,,,,,,
,45,23,3.6,17769.23077,,,,,,
,45,24,3.4,18000,,,,,,
,46,1,2.9,18576.92308,,,,,,
,46,2,2.3,19269.23077,,,,,,
,46,3,1.7,19961.53846,,,,,,
,46,4,1.4,20307.69231,,,,,,
,46,5,1.1,20653.84615,,,,,,
,46,6,0.8,21000,,,,,,
,46,7,0.6,21230.76923,,,,,,
,46,8,0.4,21461.53846,,,,,,
,46,9,1.1,20653.84615,,,,,,
,46,10,3.2,18230.76923,,,,,,
,46,11,4.3,16961.53846,,,,,,
,46,12,4.9,16269.23077,,,,,,
,46,13,6,15000,,,,,,
,46,14,6.4,14538.46154,,,,,,
,46,15,6.8,14076.92308,,,,,,
,46,16,7.2,13615.38462,,,,,,
,46,17,7.3,13500,,,,,,
,46,18,6.5,14423.07692,,,,,,
,46,19,5.4,15692.30769,,,,,,
,46,20,4.8,16384.61538,,,,,,
,46,21,4.2,17076.92308,,,,,,
,46,22,3.6,17769.23077,,,,,,
,46,23,3.1,18346.15385,,,,,,
,46,24,2.5,19038.46154,,,,,,
,47,1,2.1,19500,,,,,,
,47,2,1.7,19961.53846,,,,,,
,47,3,1.2,20538.46154,,,,,,
,47,4,1,20769.23077,,,,,,
,47,5,0.8,21000,,,,,,
,47,6,0.6,21230.76923,,,,,,
,47,7,0.4,21461.53846,,,,,,
,47,8,0.3,21576.92308,,,,,,
,47,9,0.4,21461.53846,,,,,,
,47,10,0.7,21115.38462,,,,,,
,47,11,1,20769.23077,,,,,,
,47,12,1.2,20538.46154,,,,,,
,47,13,1.2,20538.46154,,,,,,
,47,14,3.3,18115.38462,,,,,,
,47,15,4.5,16730.76923,,,,,,
,47,16,5.1,16038.46154,,,,,,
,47,17,5.2,15923.07692,,,,,,
,47,18,4.6,16615.38462,,,,,,
,47,19,3.9,17423.07692,,,,,,
,47,20,3.8,17538.46154,,,,,,
,47,21,3.7,17653.84615,,,,,,
,47,22,3.7,17653.84615,,,,,,
,47,23,3.6,17769.23077,,,,,,
,47,24,3.5,17884.61538,,,,,,
,48,1,3.5,17884.61538,,,,,,
,48,2,3.5,17884.61538,,,,,,
,48,3,3.6,17769.23077,,,,,,
,48,4,3.6,17769.23077,,,,,,
,48,5,3.6,17769.23077,,,,,,
,48,6,3.6,17769.23077,,,,,,
,48,7,3.6,17769.23077,,,,,,
,48,8,3.7,17653.84615,,,,,,
,48,9,4,17307.69231,,,,,,
,48,10,4.6,16615.38462,,,,,,
,48,11,5.3,15807.69231,,,,,,
,48,12,6,15000,,,,,,
,48,13,6.6,14307.69231,,,,,,
,48,14,7.1,13730.76923,,,,,,
,48,15,7.3,13500,,,,,,
,48,16,7.4,13384.61538,,,,,,
,48,17,7.3,13500,,,,,,
,48,18,6.9,13961.53846,,,,,,
,48,19,6.5,14423.07692,,,,,,
,48,20,6.3,14653.84615,,,,,,
,48,21,6.1,14884.61538,,,,,,
,48,22,5.8,15230.76923,,,,,,
,48,23,6,15000,,,,,,
,48,24,5.9,15115.38462,,,,,,
,49,1,5.7,15346.15385,,,,,,
,49,2,5.4,15692.30769,,,,,,
,49,3,5.3,15807.69231,,,,,,
,49,4,5.3,15807.69231,,,,,,
,49,5,5.2,15923.07692,,,,,,
,49,6,5.1,16038.46154,,,,,,
,49,7,5.1,16038.46154,,,,,,
,49,8,5,16153.84615,,,,,,
,49,9,4.9,16269.23077,,,,,,
,49,10,4.8,16384.61538,,,,,,
,49,11,5.7,15346.15385,,,,,,
,49,12,6.1,14884.61538,,,,,,
,49,13,6.3,14653.84615,,,,,,
,49,14,6.5,14423.07692,,,,,,
,49,15,6.5,14423.07692,,,,,,
,49,16,6.5,14423.07692,,,,,,
,49,17,6.4,14538.46154,,,,,,
,49,18,6.3,14653.84615,,,,,,
,49,19,6,15000,,,,,,
,49,20,5.9,15115.38462,,,,,,
,49,21,5.7,15346.15385,,,,,,
,49,22,5.5,15576.92308,,,,,,
,49,23,5.4,15692.30769,,,,,,
,49,24,5.2,15923.07692,,,,,,
,50,1,4.1,17192.30769,,,,,,
,50,2,4.9,16269.23077,,,,,,
,50,3,4.7,16500,,,,,,
,50,4,4.4,16846.15385,,,,,,
,50,5,4.2,17076.92308,,,,,,
,50,6,4.5,16730.76923,,,,,,
,50,7,4.5,16730.76923,,,,,,
,50,8,4.4,16846.15385,,,,,,
,50,9,4.6,16615.38462,,,,,,
,50,10,4.8,16384.61538,,,,,,
,50,11,5,16153.84615,,,,,,
,50,12,5.2,15923.07692,,,,,,
,50,13,5.3,15807.69231,,,,,,
,50,14,5.4,15692.30769,,,,,,
,50,15,5.5,15576.92308,,,,,,
,50,16,5.4,15692.30769,,,,,,
,50,17,5.3,15807.69231,,,,,,
,50,18,5.3,15807.69231,,,,,,
,50,19,5.1,16038.46154,,,,,,
,50,20,5,16153.84615,,,,,,
,50,21,4.9,16269.23077,,,,,,
,50,22,4.6,16615.38462,,,,,,
,50,23,4.4,16846.15385,,,,,,
,50,24,4.4,16846.15385,,,,,,
,51,1,4.4,16846.15385,,,,,,
,51,2,4.4,16846.15385,,,,,,
,51,3,4.4,16846.15385,,,,,,
,51,4,4.4,16846.15385,,,,,,
,51,5,4.4,16846.15385,,,,,,
,51,6,4.4,16846.15385,,,,,,
,51,7,4.4,16846.15385,,,,,,
,51,8,4.5,16730.76923,,,,,,
,51,9,5.2,15923.07692,,,,,,
,51,10,5.6,15461.53846,,,,,,
,51,11,7,13846.15385,,,,,,
,51,12,7.7,13038.46154,,,,,,
,51,13,7.9,12807.69231,,,,,,
,51,14,8.8,11769.23077,,,,,,
,51,15,10,10384.61538,,,,,,
,51,16,11.1,9115.384615,,,,,,
,51,17,11.9,8192.307692,,,,,,
,51,18,11.7,8423.076923,,,,,,
,51,19,10.8,9461.538462,,,,,,
,51,20,10.2,10153.84615,,,,,,
,51,21,9.5,10961.53846,,,,,,
,51,22,8.9,11653.84615,,,,,,
,51,23,8.2,12461.53846,,,,,,
,51,24,7.6,13153.84615,,,,,,
,52,1,6.7,14192.30769,,,,,,
,52,2,5.8,15230.76923,,,,,,
,52,3,4.8,16384.61538,,,,,,
,52,4,4.4,16846.15385,,,,,,
,52,5,3.9,17423.07692,,,,,,
,52,6,3.5,17884.61538,,,,,,
,52,7,3.2,18230.76923,,,,,,
,52,8,3.1,18346.15385,,,,,,
,52,9,4.3,16961.53846,,,,,,
,52,10,6.2,14769.23077,,,,,,
,52,11,8.3,12346.15385,,,,,,
,52,12,10.1,10269.23077,,,,,,
,52,13,11,9230.769231,,,,,,
,52,14,11.5,8653.846154,,,,,,
,52,15,11,9230.769231,,,,,,
,52,16,10.5,9807.692308,,,,,,
,52,17,9.6,10846.15385,,,,,,
,52,18,8.5,12115.38462,,,,,,
,52,19,7.5,13269.23077,,,,,,
,52,20,6.9,13961.53846,,,,,,
,52,21,6.3,14653.84615,,,,,,
,52,22,5.7,15346.15385,,,,,,
,52,23,5.1,16038.46154,,,,,,
,52,24,4.6,16615.38462,,,,,,
,53,1,4.2,17076.92308,,,,,,
,53,2,3.9,17423.07692,,,,,,
,53,3,3.5,17884.61538,,,,,,
,53,4,3.3,18115.38462,,,,,,
,53,5,3.2,18230.76923,,,,,,
,53,6,3.1,18346.15385,,,,,,
,53,7,3,18461.53846,,,,,,
,53,8,3,18461.53846,,,,,,
,53,9,4.6,16615.38462,,,,,,
,53,10,7,13846.15385,,,,,,
,53,11,9.6,10846.15385,,,,,,
,53,12,12,8076.923077,,,,,,
,53,13,14,5769.230769,,,,,,
,53,14,15.4,4153.846154,,,,,,
,53,15,16.3,3115.384615,,,,,,
,53,16,16.6,2769.230769,,,,,,
,53,17,16,3461.538462,,,,,,
,53,18,14.6,5076.923077,,,,,,
,53,19,12.9,7038.461538,,,,,,
,53,20,12.1,7961.538462,,,,,,
,53,21,11.3,8884.615385,,,,,,
,53,22,10.5,9807.692308,,,,,,
,53,23,9.6,10846.15385,,,,,,
,53,24,8.8,11769.23077,,,,,,
,54,1,7.9,12807.69231,,,,,,
,54,2,7,13846.15385,,,,,,
,54,3,6,15000,,,,,,
,54,4,5.6,15461.53846,,,,,,
,54,5,5.1,16038.46154,,,,,,
,54,6,4.8,16384.61538,,,,,,
,54,7,4.4,16846.15385,,,,,,
,54,8,4.4,16846.15385,,,,,,
,54,9,5.7,15346.15385,,,,,,
,54,10,7.8,12923.07692,,,,,,
,54,11,10.1,10269.23077,,,,,,
,54,12,12.2,7846.153846,,,,,,
,54,13,14.1,5653.846154,,,,,,
,54,14,15.4,4153.846154,,,,,,
,54,15,16,3461.538462,,,,,,
,54,16,16.1,3346.153846,,,,,,
,54,17,15.5,4038.461538,,,,,,
,54,18,14.2,5538.461538,,,,,,
,54,19,12.6,7384.615385,,,,,,
,54,20,11.7,8423.076923,,,,,,
,54,21,10.8,9461.538462,,,,,,
,54,22,9.9,10500,,,,,,
,54,23,9,11538.46154,,,,,,
,54,24,8.1,12576.92308,,,,,,
,55,1,7.4,13384.61538,,,,,,
,55,2,6.7,14192.30769,,,,,,
,55,3,5.9,15115.38462,,,,,,
,55,4,5.5,15576.92308,,,,,,
,55,5,5.2,15923.07692,,,,,,
,55,6,4.9,16269.23077,,,,,,
,55,7,4.7,16500,,,,,,
,55,8,4.7,16500,,,,,,
,55,9,6.1,14884.61538,,,,,,
,55,10,8.2,12461.53846,,,,,,
,55,11,10.4,9923.076923,,,,,,
,55,12,12.5,7500,,,,,,
,55,13,14.3,5423.076923,,,,,,
,55,14,15.7,3807.692308,,,,,,
,55,15,16.5,2884.615385,,,,,,
,55,16,16.6,2769.230769,,,,,,
,55,17,16,3461.538462,,,,,,
,55,18,14.7,4961.538462,,,,,,
